age,monthly_income,rent,food,shopping,entertainment,debt,investment_amount,monthly_expense,savings,savings_ratio,expense_ratio,debt_to_income,cluster,financial_type,risk_category,risk_score
24,149019,22590.06849518101,15095.434545877237,7953.940180089872,5459.501771016288,41486.98366514044,42327.16207266635,81546.83972365879,25985.176611200768,0.1743749227360321,0.5472244460347928,0.2784006312291751,2,Risk Taker,Medium,0.5068877277708126
54,125199,13174.219429548126,9105.662385778194,5655.651867766875,4109.257824310829,18485.043189731354,16355.708282977135,54487.614583116025,52226.34222715262,0.4171466403657586,0.435208065424772,0.1476452942094693,1,Saver,Low,0.20211741308748915
28,130864,26730.461455168235,12717.371091679364,16850.83659471398,12879.795343629508,56734.27594933334,36420.77791743751,98310.53858344452,0.0,0.0,0.7512420419935546,0.4335361592900518,2,Risk Taker,High,0.8575014407248013
23,114912,19595.91012904081,8786.11724777582,8984.942411881184,4518.5656960922,50941.474910109115,6538.974622387789,82041.10150528884,0.0,0.0,0.7139472074743181,0.4433085744753299,0,Overspender,High,0.8342135914128778
27,145607,20790.03920914661,14706.340803213408,13184.819822421148,7892.439513751662,43014.72928583597,8390.612473218793,100343.61824501496,2248.6524691490777,0.0154432992174076,0.689140070498087,0.2954166302845054,0,Overspender,High,0.7197320335668408
53,78006,10200.104023882046,6888.290126356406,7488.982770413874,3239.155689063312,24294.597228368468,5564.703588575967,45250.915586963485,8460.487184668047,0.1084594413848684,0.5800953207056314,0.3114452379095001,0,Overspender,Medium,0.5901139634257709
40,81179,16712.408023437587,5597.082867277593,3437.441469189696,7225.455508086452,29005.057981112164,4892.404985924847,49168.24932929806,3005.6926895897777,0.0370254953816846,0.6056769525283393,0.357297552089976,0,Overspender,High,0.678357033325846
22,53251,10284.802259804472,4868.903200568454,2554.259525716003,3816.3850409148113,18331.65410782826,3437.2667886050326,41110.90739117295,0.0,0.0,0.7720213214995577,0.3442499503826831,0,Overspender,High,0.8216082544327228
43,71175,16465.47174495037,7971.537968648389,4416.959464871747,6985.623508816547,26259.906522910664,13422.787421874737,48015.60393022907,0.0,0.0,0.6746133323530603,0.3689484583478842,0,Overspender,High,0.7603030932899588
51,146692,22322.60268250907,12129.553408772486,14641.35622031536,4601.393075017929,8513.463890620278,9021.65489086374,89452.78617882867,48725.74993055106,0.332163648532647,0.6098000312138949,0.0580363202534581,1,Saver,Medium,0.3351060644818207
44,120981,25303.32846357445,10949.076238138305,17707.85471845237,14068.066303923828,20948.121534858397,20103.225640811783,107643.48163157936,0.0,0.0,0.8897552643107542,0.1731521605447004,3,Balanced,High,0.8133786520208216
26,129185,29906.94120504033,9559.649854018056,9711.59870448956,10296.360176834574,32498.828782334316,34120.66003347836,91453.29745843778,5232.873759227903,0.0405068216838479,0.7079250490261082,0.2515681292900438,2,Risk Taker,High,0.6941643883439044
54,41364,4264.163069185027,3270.9453023222477,1074.968033193731,2162.366567458491,19445.841853150974,8019.178473414464,19915.40982089813,2002.7483259508952,0.0484176657468062,0.4814672135407148,0.4701151207124788,0,Overspender,Medium,0.6409442661107266
33,29000,8506.923590182412,3798.5951420031993,4043.201495458165,2690.1517571044988,2996.923218212808,3436.21817307822,23362.460562672044,2640.616219115148,0.0910557316936258,0.8056020883680015,0.1033421799383726,3,Balanced,Medium,0.654215442676483
28,63494,7766.133905264404,6048.133936445429,3755.501210177932,4319.449104875376,12235.186525793792,13994.294574439578,37374.44411523855,13884.36935896766,0.2186721479032295,0.588629541613988,0.1926983104827825,1,Saver,Medium,0.4632935697573789
30,28267,5689.917337512386,4086.2822604945486,1179.0116420385034,1936.84463638711,13675.299724911418,5285.730305943421,21099.765884572524,0.0,0.0,0.7464451793459697,0.4837902757601237,0,Overspender,High,0.8830649558654132
33,60735,19425.560206738777,6892.946205696639,5162.701983290724,6228.327748159862,10349.35150863352,17169.13654263313,48795.55394469864,1590.094546667844,0.0261808602398591,0.803417369633632,0.1704017701265089,3,Balanced,High,0.729417700479648
34,61208,15759.804603419938,5607.868716564078,4830.512623028767,4684.383241624503,15196.75867966491,9022.335955326253,45289.16964406712,722.0716762679676,0.0117970147083382,0.7399223899501229,0.2482805953415388,3,Balanced,High,0.7338490551596734
40,91234,8650.085725665278,8040.715849390317,7269.600315081754,3509.7799692367676,43646.38597681356,19997.80636506172,41054.61059766272,6533.003425523719,0.0716071138558401,0.4499924435809317,0.4784004425632281,0,Overspender,Medium,0.6077963887833707
35,85921,17819.48439249016,7954.855330354199,6108.165972632994,7212.447417226431,32322.385971907453,21299.36575399216,61512.44255342066,0.0,0.0,0.7159186060848997,0.37618726471884,2,Risk Taker,High,0.7966229385900697
28,128033,30006.35572160356,10736.861417836466,5369.567396537298,5110.3974112929045,48749.24535534156,26189.72832514271,79478.4373411688,0.0,0.0,0.6207652506866885,0.3807553158587361,2,Risk Taker,High,0.7253366163789031
22,46677,7515.856593941566,6382.042845727848,5462.507178791156,2036.4861765581625,1979.9849901772516,13847.193901424842,35030.368074558675,9666.646935264072,0.2070965772278439,0.75048456572956,0.0424188570425959,3,Balanced,Medium,0.5082341858621732
48,108285,34007.138827226736,17341.960002657284,14233.910570202255,7651.586376782278,4520.937553857673,26452.588447800623,87321.00057023934,16443.06187590299,0.1518498580219143,0.8063997836287513,0.0417503583493343,3,Balanced,Medium,0.5835007577198753
22,50289,9535.280677729535,6404.171869837522,2218.341339737366,4156.0799272666545,1415.7177153819594,4008.258547801267,42905.42783601459,5967.85444860345,0.1186711696117133,0.853177192547368,0.0281516378409186,3,Balanced,Medium,0.6312665434329413
53,64298,17453.101942676618,6114.588750380079,4129.706695809168,6086.69714636437,7188.3826125618825,18698.220710238107,44473.92242910859,12635.694958329525,0.1965176981916937,0.6916843825485799,0.1117979192597263,3,Balanced,Medium,0.5091421146124262
39,47700,7605.937012074752,3072.109753308245,4000.651758762074,1153.8683924846232,13209.4246829715,13943.932737257755,20109.36390002124,14381.211417007256,0.3014929018240515,0.4215799559752881,0.2769271422006604,1,Saver,Medium,0.3342909078148811
33,96726,23445.423522800083,10055.243302356575,9963.964424682456,7495.865525360655,43582.7048613757,5935.261646226963,69130.0063361357,0.0,0.0,0.7146993190676313,0.4505790052454945,0,Overspender,High,0.8390357860056061
49,124657,41245.75317807908,15881.291185142967,15603.544645901253,8481.269300024123,11725.309703842457,20683.663016150836,109100.5221852658,3831.168110891744,0.0307336780998399,0.8752057420382794,0.0940605798618806,3,Balanced,High,0.7380580033436923
50,52355,7654.178717397616,4414.209441577104,1665.9859174921485,2368.5264855123182,10764.363935631654,10507.411358332449,30374.933729735912,11215.702334632431,0.2142240919612727,0.5801725476026341,0.2056033604360931,1,Saver,Medium,0.4668357132987219
26,52532,16380.678028009708,8762.247444515646,7138.950252835702,5003.600312404255,10985.571591209397,14876.123171888255,44939.21342791527,0.0,0.0,0.8554635922469213,0.2091215181453094,3,Balanced,High,0.8076940338615256
48,26015,5541.324209855209,3041.0983039878174,1110.4133683695447,1674.3315202731114,4954.437817628012,7608.830764786725,15302.847244666233,5757.714937705755,0.2213228882454643,0.5882316834390249,0.1904454283155107,1,Saver,Medium,0.4601262171509725
52,111704,26878.240631577715,12946.155151764133,8327.87017398402,5091.05471785026,48296.47415859723,28286.273580966543,91503.93481552647,0.0,0.0,0.819164352355569,0.4323611881275266,2,Risk Taker,High,0.9096027375487077
22,34860,9741.787006836576,5539.651324577514,6003.623689794871,4226.472099981437,4311.277413383935,5669.4921392274655,31315.38007019817,0.0,0.0,0.8983184185369527,0.1236740508715988,3,Balanced,High,0.7911944363945859
24,70106,9095.874511435302,7075.740648506707,6161.344521556101,2060.2997478824964,9417.776512433098,3894.120881194082,37672.57368114918,23015.64980641772,0.3282978604743919,0.5373658985129544,0.1343362410126536,1,Saver,Low,0.3255394049598158
44,119074,23959.484151497876,12979.521730853096,4172.31453699397,8520.02095462512,35124.20424788344,20243.948369189475,65953.73352424898,17996.06222786758,0.1511334315456571,0.5538886198855247,0.294977948568818,2,Risk Taker,Medium,0.5352758550978912
39,69238,17986.95170237265,9902.408372983928,10174.961553719026,6129.267456138812,33942.63907997303,13987.596631645263,54859.630629488056,0.0,0.0,0.7923341319721549,0.4902313625461889,0,Overspender,High,0.922482065407089
38,31941,4721.220488802096,3735.419532744011,2858.625284286586,2057.492796842704,14540.681551739472,3976.33071042536,21637.082676223617,0.0,0.0,0.6774078042711129,0.4552356392016365,0,Overspender,High,0.8127687012839712
23,141868,33052.49161617736,20860.603771363425,18723.519422547084,6412.290008386102,3253.1230711462335,29111.51520939831,113244.12893565082,25370.747993202946,0.1788334789607448,0.7982358878369387,0.0229306332023164,3,Balanced,Medium,0.5504589303866696
37,94836,15117.55438244238,6419.509268787192,6248.834042344599,4594.262716952201,27728.43921189697,14232.524291573862,47850.96385136098,19256.596936742048,0.2030515514861661,0.5045653955392571,0.2923830529745768,1,Saver,Medium,0.465170288260138
40,49071,8158.964333762867,3394.5427482930895,4355.955975485549,2441.2813448398424,23875.74897451665,9837.942948647617,24046.440560726216,1148.810464757138,0.0234111891902985,0.4900336361746493,0.4865551746350522,0,Overspender,High,0.6717594790689968
35,82108,10172.122095422375,4681.989996389308,2518.2031947432747,2468.806334957117,18916.811542815525,8340.812237715703,39778.66007936464,23412.52837781983,0.2851430844475548,0.4844675315360823,0.2303893840163629,1,Saver,Medium,0.36556876059089205
38,116865,18102.218327625014,15670.614560044718,12556.715673335088,5066.393726535499,51045.38295311926,32747.688272037587,87087.49582388539,0.0,0.0,0.7451974143146827,0.4367893120533886,2,Risk Taker,High,0.8546999818728619
49,120257,21758.110127911223,16022.686676410867,19855.69947482822,10398.294020851234,55561.2449124913,13111.516480774922,100312.44311438929,0.0,0.0,0.8341505535177934,0.4620208795537165,0,Overspender,High,0.9385369633615864
39,98686,22603.67413264252,6978.3765797603855,4740.149443383012,4158.859386083572,33906.80753311657,25767.918054880574,65688.64609831608,0.0,0.0,0.6656328769867669,0.3435827527016655,2,Risk Taker,High,0.73853908014151
43,130977,21120.460190899248,8350.969551680373,12139.49833801973,5156.929044039546,36933.227928675566,34077.26795508345,75583.3342502356,18460.43782108884,0.1409441185940191,0.5770733353965627,0.2819825460094182,2,Risk Taker,Medium,0.5516583929588391
43,81793,13469.325521192311,7333.797586826661,6613.09148597898,4669.771707370839,26534.58328798444,13896.264712196347,54610.55089376086,647.8658182547006,0.0079207978464501,0.6676677820077618,0.324411420145788,0,Overspender,High,0.7243294324601705
27,104905,22597.651259650454,11141.60067961768,7607.104973646684,5964.043124061244,47188.75509874875,21179.145148676816,71216.97620476532,0.0,0.0,0.6788711329752187,0.4498236985725061,2,Risk Taker,High,0.810751497553725
51,28812,5032.747876970282,3060.3378216734604,2617.5271381836205,2467.1107307975058,12256.877161947525,2073.654559562656,24975.56441308475,0.0,0.0,0.8668459118799373,0.4254087589180731,0,Overspender,High,0.9426063539389566
41,38918,6134.965151948542,1750.9900282197716,878.0691010755716,1992.9601357715417,19405.595451058187,10669.469553605735,16650.161249397384,2862.2432995444287,0.0735454879373151,0.4278267446784877,0.4986277673841972,0,Overspender,Medium,0.601230219108733
32,104579,18055.541560375485,17736.450322365115,11100.603355997691,10981.821921844574,42922.43600045223,24012.835731703988,89801.7579104359,0.0,0.0,0.8586978065427657,0.4104307365766763,2,Risk Taker,High,0.9275438338299226
33,104239,24466.668673784538,8018.196749129038,12987.91812906551,8057.28656000725,10398.201299409557,24398.36754538668,66536.76920292653,27304.029497663912,0.2619367942676341,0.638309742063206,0.0997534636691598,1,Saver,Medium,0.42251088137156606
31,92584,16829.624044675937,10325.55247301088,4777.013740769511,6406.886367800193,24654.63001167801,5828.707583291894,65300.42300470806,2628.9469836139324,0.0283952625033907,0.7053100212208163,0.2662947162757929,0,Overspender,High,0.7077751520388409
32,107180,18414.401342057536,6118.301768355609,7934.13601463533,3491.5913543567667,36521.730883980366,25729.30550574415,46268.26466763562,24390.00444838401,0.2275611536516515,0.4316874852363839,0.3407513611119646,1,Saver,Medium,0.422439302865826
32,118070,21196.673646735704,10125.616899131604,14219.9894105086,9988.627278139356,56970.36367119757,9572.443294234568,75067.5002910586,0.0,0.0,0.6357880942750792,0.4825134553332563,0,Overspender,High,0.7963230587724938
35,95792,13277.989907644727,9273.073471241732,7616.947168976301,2638.2846289327363,37431.417617965766,24617.128366126577,48135.56669430986,10225.015687724372,0.1067418540976738,0.5025009050266187,0.3907572408757074,2,Risk Taker,Medium,0.5770404925454089
46,55523,6229.412175452808,4854.447272936307,4006.983458086107,2736.959302878744,9961.672484994617,14952.351406891552,26752.534457866255,18808.79305713913,0.3387567865053965,0.4818279714328522,0.1794152420617512,1,Saver,Low,0.3025567072674628
38,68303,14654.870018234118,8122.203436543472,6140.4017358608735,4445.679866371002,14983.78878152486,13276.161190425277,42755.92265726414,10563.288561210997,0.1546533616563108,0.6259743006495196,0.2193723376941695,3,Balanced,Medium,0.5451779920803395
29,59016,10771.48690557012,3750.046578970007,2965.7326390830194,3666.476105871731,12733.532447670148,7861.164105352793,35158.25410782592,11124.213444503936,0.1884948733310277,0.5957410551007509,0.2157640715682213,1,Saver,Medium,0.4998538758523144
54,121809,20525.763661645506,9267.771350631045,7437.862755584161,7973.887407083089,48029.11885102443,10709.291356341671,57205.89594952727,16573.985199448296,0.1360653580560409,0.4696360363316936,0.3942986056122654,0,Overspender,Medium,0.5364718685841061
34,69028,12621.830186951764,3740.1010970061666,4902.814785041626,4568.529207959322,30260.68918719502,9354.704737590417,36187.55417155647,2579.7566412485103,0.0373726117118924,0.5242445699072329,0.4383828183808747,0,Overspender,High,0.66213099745885
23,48710,8366.153314495146,4604.995006234717,3598.629740375546,2985.4606062048624,11845.236474003028,7415.551668958595,28710.19922913868,8154.564296858291,0.1674104762237382,0.5894107827784578,0.2431787409978039,0,Overspender,Medium,0.5232027352722846
27,139074,33951.15919498476,15460.117260701483,8795.688143865787,8474.980274575299,12627.760433220736,38539.16334172826,100213.08294794492,26233.15661883433,0.1886273251566384,0.7205738164426487,0.0907988584007128,2,Risk Taker,Medium,0.5239530665608129
33,37999,5988.287632741061,3754.3925400178223,4342.161026281727,1485.7999817350906,1915.0470600003357,4332.033548726828,23247.72858755797,12836.2243524417,0.3378042672818153,0.6117984312102415,0.0503973015079432,1,Saver,Low,0.32891888033409383
50,64915,15035.315902253633,8518.366039465382,6915.975888684156,2891.322866997307,18704.87945011434,13091.976808985772,44308.81030634675,1901.310243538912,0.0292892281219889,0.6825665917946044,0.2881441800834066,0,Overspender,High,0.7023142363878444
22,69327,21729.614758286483,6384.681523902688,4855.3311036738005,3784.3745135180966,6458.533806344452,17981.53098229394,56863.37918315339,6005.087010502159,0.0866197442627282,0.8202198159902114,0.0931604397470603,3,Balanced,High,0.6622266750769322
47,125158,17073.826854528677,11183.399228845352,7434.934932788092,8654.138387832358,12864.97882833902,30907.451722932114,69553.07059971218,42739.95057194879,0.3414879637893606,0.5557221320228206,0.1027899041878187,1,Saver,Low,0.31372968596726114
45,38224,4943.262561473131,3256.214069572765,3292.7724392452683,1687.4138527293044,9189.756325238372,10687.953351519962,17473.476638664306,11560.76703609732,0.3024478609276193,0.4571336500278439,0.2404184890445367,1,Saver,Medium,0.3400853620309895
42,135616,24984.360403868184,16858.25006763394,9187.744813012476,9513.469788351082,42872.57683524751,7224.754456170864,88039.72193391864,4703.701230833845,0.0346839696704949,0.6491838863697399,0.3161321439597652,0,Overspender,High,0.6895395304662106
22,52696,10107.078593399796,2960.0224844794566,2891.1500784875207,1508.4046316925312,26265.64278763702,9250.71706610379,25769.291655084213,661.0655572787655,0.0125448906421505,0.4890179834348757,0.4984371259229737,0,Overspender,High,0.6842293428900835
51,26759,4060.27568825348,1403.617495316145,2142.808357161875,818.0360035274996,2551.3063586195267,1582.458140486793,11601.049729218466,12606.643912162006,0.4711179009739529,0.4335382386942137,0.0953438603318332,1,Saver,Low,0.13887695049292642
25,97847,14232.07107251488,11855.695964692051,7878.745317309356,6840.141188534925,21563.65624983241,14695.715804367008,66772.80518317362,9510.538566993971,0.0971980598995776,0.6824205666313083,0.220381373469114,3,Balanced,Medium,0.6231223562808104
49,80168,9780.584339832569,7971.975312966074,4130.716533729747,6354.087975113295,21107.371257571132,20057.026920124837,45469.79892856937,13590.829813859498,0.1695293610151119,0.5671814056552411,0.2632892333296469,2,Risk Taker,Medium,0.5164137664998171
24,51399,12926.245207865462,4001.5380801089914,3245.182682466183,2848.247543858643,17267.30756411552,2823.225482509141,38959.728295263696,0.0,0.0,0.7579861144236988,0.3359463717993641,0,Overspender,High,0.8058608519765319
25,64986,11689.45563253411,5189.8118670198455,4082.0118716046504,5769.598515560818,27804.145338177543,16737.46702968763,47204.07928243097,0.0,0.0,0.7263730539259374,0.4278482340531429,0,Overspender,High,0.8348590892774442
40,79771,14111.645723881824,7572.066585228012,10800.548705015375,3003.89865154021,3410.5505073958866,8134.373614813437,58555.30971468851,17805.139777915603,0.2232031662874428,0.7340425682853231,0.042754265427234,3,Balanced,Medium,0.4862637228310968
23,45079,7003.7127335567775,3144.3423439485723,4068.080405773556,2914.325333138416,7704.392198594275,5177.587238912309,22121.063989206486,15253.543812199236,0.3383736066061633,0.4907177175448987,0.1709086758489379,1,Saver,Low,0.30473056955297995
43,119914,21140.627950262548,13538.566476987964,9287.050879427095,8769.645828691067,26148.838307366183,14823.34177242738,83357.91386836034,10407.24782427348,0.0867892641749377,0.695147471257404,0.2180632645676583,3,Balanced,Medium,0.6377289178586955
35,42771,7513.031375144561,2990.449235675859,3702.95725886432,2613.3317367630166,9093.403399826791,2378.808696539935,20104.790320353473,13572.806279819735,0.317336659882157,0.4700565878832263,0.2126067522346167,1,Saver,Low,0.32523979099128925
44,103344,22648.150408048063,8720.29671113543,4915.373525625505,9254.393606331509,50866.02948131395,18748.93154997219,69324.92313995631,0.0,0.0,0.6708171073304334,0.492201090351776,0,Overspender,High,0.8291926172871731
33,99532,15593.124001125128,4552.38000937108,5558.458602363461,3152.574456644113,27579.222473200974,21185.89352335944,40728.03040906123,31224.747117737792,0.3137156604683699,0.4091953382737334,0.2770890012578967,1,Saver,Low,0.3176362538059219
28,26622,2751.4277836411766,1524.9465716547486,1085.7676579777562,1486.934979026791,3337.475822735428,5544.684160675492,12067.469476742785,11217.054700521789,0.421345304654864,0.4532893650643372,0.1253653302807988,1,Saver,Low,0.2007358871788109
47,118065,28717.62453092072,13998.19499758106,12937.940757682543,5535.625032185164,9816.122966093257,27687.23473084486,101206.0231978152,7042.853836091557,0.0596523426594804,0.8572059729624799,0.0831416843780396,3,Balanced,High,0.7008494344668977
45,78276,11996.8757136091,6310.202580993332,7347.709487427513,3710.334689339631,22167.94481193996,13229.63032063418,46546.65174237488,9561.40344568516,0.1221498728305631,0.5946478070209883,0.2832023201484486,0,Overspender,Medium,0.5769819707698589
30,29853,4141.544800599027,1772.3257634010035,1827.945716705436,923.9262011607786,12561.092474617864,7809.603381396869,13956.296567427646,3335.610957954492,0.1117345311343748,0.4675006387106035,0.4207648301550217,0,Overspender,Medium,0.5644202123634916
24,57921,9922.23746488971,4987.5277803747595,4130.097648980709,4446.482483593899,17326.663390474892,9552.353225159368,36902.54957861705,3691.787030908057,0.0637383165157379,0.6371186543501848,0.2991430291340773,0,Overspender,Medium,0.6533258058347091
38,53145,14405.082165701482,5406.677698235832,5887.786782325199,3659.180254766295,2433.564643471986,14844.907491985225,42500.47844390321,8210.956912624806,0.1545010238521931,0.7997079394844897,0.045791036663317,3,Balanced,Medium,0.5791100587998104
37,74481,16889.239137950368,6032.214600550083,10753.555742424744,6985.236667464592,23794.794584540577,17857.48720289477,55509.20833639188,0.0,0.0,0.7452801162228203,0.3194746926671309,2,Risk Taker,High,0.7863855417981718
37,83053,28147.371363648777,12175.625248883178,11385.179107516997,4078.561310659716,27819.327591637204,5069.668024534238,73941.12249267429,0.0,0.0,0.8902884000899942,0.3349587322750196,3,Balanced,High,0.9081045431207371
29,95342,26690.478214867115,12636.75158330063,8314.210781105634,5322.6553250707,34848.629442087746,9357.794126784394,85776.98067780292,0.0,0.0,0.8996767497829175,0.3655118357291408,0,Overspender,High,0.9332091115143627
35,108441,23786.33402536104,11560.107206265908,3857.58049694752,6327.309444398369,28326.663931866817,22895.870835128695,66244.58229191825,13869.75377621493,0.1279013820991592,0.6108813298652562,0.2612172880355844,2,Risk Taker,Medium,0.5734312413922181
36,99910,18160.80490355007,8617.181062785565,10632.828594685334,5994.33506961031,22031.761640129414,15098.535319428427,58182.451096639714,19695.78726323087,0.1971352943972662,0.5823486247286529,0.2205160808740808,1,Saver,Medium,0.48717946135507806
51,119071,28561.06170005664,10516.693016235737,11474.334779058405,11052.7960880651,36665.72284002759,12888.22940459748,79747.28383721189,2657.9933227605216,0.0223227597211791,0.6697456461876686,0.3079315940911523,0,Overspender,High,0.7079443078691718
50,127650,32684.95579488733,20726.27467757609,18151.423230098215,16011.093293769336,22384.1816212054,30865.39627051459,106887.83425906904,0.0,0.0,0.8373508363420997,0.175355907725855,2,Risk Taker,High,0.7739367902029602
